ticker,source,category,tco2e,year,reference
FCX,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
FCX,ClimateTRACE,fugitive,3627419.019858512,,"Climate TRACE v7 sources 2024, verified owner, equal split"
GE,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
GE,Wikirate/GRI,combustion,740000.0,,Wikirate GRI 305-1 / 305-2
GE,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
GE,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
GE,Wikirate/GRI,scope2,1510000.0,,Wikirate GRI 305-1 / 305-2
GIS,GHGRP,combustion,70688.598,2023.0,EPA GHGRP 2023 data summary spreadsheets
GIS,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
GIS,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
GIS,Wikirate/GRI,scope2,74100.0,,Wikirate GRI 305-1 / 305-2
GM,GHGRP,combustion,558676.202,2023.0,EPA GHGRP 2023 data summary spreadsheets
GM,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
GM,GHGRP,fugitive,13494.75,2023.0,EPA GHGRP 2023 data summary spreadsheets
GM,Wikirate/GRI,scope2,2996074.0,,Wikirate GRI 305-1 / 305-2
HAL,GHGRP,combustion,53414.518,2023.0,EPA GHGRP 2023 data summary spreadsheets
HAL,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
HAL,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
HSY,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
HSY,Wikirate/GRI,combustion,146653.0,,Wikirate GRI 305-1 / 305-2
HSY,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
HSY,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
HSY,Wikirate/GRI,scope2,262618.0,,Wikirate GRI 305-1 / 305-2
HPE,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
HPE,Wikirate/GRI,combustion,996401.9269340333,,Wikirate GRI 305-1 / 305-2
HPE,Wikirate/GRI,process,3591251.0730659673,,Wikirate GRI 305-1 / 305-2
HPE,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
HLT,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
HLT,Wikirate/GRI,combustion,554015.0,,Wikirate GRI 305-1 / 305-2
HLT,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
HLT,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
HLT,Wikirate/GRI,scope2,2102953.0,,Wikirate GRI 305-1 / 305-2
HRL,GHGRP,combustion,58585.68,2023.0,EPA GHGRP 2023 data summary spreadsheets
HRL,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
HRL,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
HRL,Wikirate/GRI,scope2,517537.0,,Wikirate GRI 305-1 / 305-2
HWM,GHGRP,combustion,123294.594,2023.0,EPA GHGRP 2023 data summary spreadsheets
HWM,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
HWM,GHGRP,fugitive,843.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
HPQ,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
HPQ,Wikirate/GRI,combustion,10577.254609641885,,Wikirate GRI 305-1 / 305-2
HPQ,Wikirate/GRI,process,38122.74539035812,,Wikirate GRI 305-1 / 305-2
HPQ,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
HPQ,Wikirate/GRI,scope2,198200.0,,Wikirate GRI 305-1 / 305-2
HII,GHGRP,combustion,49672.026,2023.0,EPA GHGRP 2023 data summary spreadsheets
HII,GHGRP,process,34.7,2023.0,EPA GHGRP 2023 data summary spreadsheets
HII,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
ITW,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
ITW,Wikirate/GRI,combustion,9.4,,Wikirate GRI 305-1 / 305-2
ITW,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
ITW,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
ITW,Wikirate/GRI,scope2,1418758.0,,Wikirate GRI 305-1 / 305-2
IR,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
IR,Wikirate/GRI,combustion,35999.0,,Wikirate GRI 305-1 / 305-2
IR,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
IR,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
IR,Wikirate/GRI,scope2,58812.0,,Wikirate GRI 305-1 / 305-2
INTC,GHGRP,combustion,210589.756,2023.0,EPA GHGRP 2023 data summary spreadsheets
INTC,GHGRP,process,580177.7884783,2023.0,EPA GHGRP 2023 data summary spreadsheets
INTC,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
INTC,Wikirate/GRI,scope2,1299000.0,,Wikirate GRI 305-1 / 305-2
IFF,GHGRP,combustion,307088.216,2023.0,EPA GHGRP 2023 data summary spreadsheets
IFF,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
IFF,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
IFF,Wikirate/GRI,scope2,1985131.0,,Wikirate GRI 305-1 / 305-2
IP,GHGRP,combustion,3126090.566,2023.0,EPA GHGRP 2023 data summary spreadsheets
IP,GHGRP,process,1387863.882,2023.0,EPA GHGRP 2023 data summary spreadsheets
IP,GHGRP,fugitive,890433.25,2023.0,EPA GHGRP 2023 data summary spreadsheets
IP,ClimateTRACE,combustion,24043.5,,"Climate TRACE v7 sources 2024, verified owner, equal split"
IP,ClimateTRACE,process,528842.018255,,"Climate TRACE v7 sources 2024, verified owner, equal split"
IP,Wikirate/GRI,scope2,3310000.0,,Wikirate GRI 305-1 / 305-2
IRM,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
IRM,Wikirate/GRI,combustion,120870.0,,Wikirate GRI 305-1 / 305-2
IRM,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
IRM,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
IRM,Wikirate/GRI,scope2,288801.0,,Wikirate GRI 305-1 / 305-2
JNJ,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
JNJ,Wikirate/GRI,combustion,415094.0,,Wikirate GRI 305-1 / 305-2
JNJ,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
JNJ,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
JNJ,Wikirate/GRI,scope2,1167140.0,,Wikirate GRI 305-1 / 305-2
JCI,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
JCI,Wikirate/GRI,combustion,549358.0,,Wikirate GRI 305-1 / 305-2
JCI,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
JCI,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
JCI,Wikirate/GRI,scope2,229809.0,,Wikirate GRI 305-1 / 305-2
KMB,GHGRP,combustion,1030421.266,2023.0,EPA GHGRP 2023 data summary spreadsheets
KMB,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
KMB,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
KMB,Wikirate/GRI,scope2,2712684.0,,Wikirate GRI 305-1 / 305-2
KIM,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
KIM,Wikirate/GRI,combustion,2712.0,,Wikirate GRI 305-1 / 305-2
KIM,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
KIM,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
KIM,Wikirate/GRI,scope2,62800.0,,Wikirate GRI 305-1 / 305-2
KMI,GHGRP,combustion,7636793.772,2023.0,EPA GHGRP 2023 data summary spreadsheets
KMI,GHGRP,process,3305.648,2023.0,EPA GHGRP 2023 data summary spreadsheets
KMI,GHGRP,fugitive,3314371.6988003,2023.0,EPA GHGRP 2023 data summary spreadsheets
KMI,Wikirate/GRI,scope2,79924.0,,Wikirate GRI 305-1 / 305-2
KLAC,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
KLAC,Wikirate/GRI,combustion,324.5631662929044,,Wikirate GRI 305-1 / 305-2
KLAC,Wikirate/GRI,process,1169.7968337070956,,Wikirate GRI 305-1 / 305-2
KLAC,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
KLAC,Wikirate/GRI,scope2,14654.4,,Wikirate GRI 305-1 / 305-2
LLY,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
LLY,Wikirate/GRI,combustion,483000.0,,Wikirate GRI 305-1 / 305-2
LLY,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
LLY,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
LLY,Wikirate/GRI,scope2,990000.0,,Wikirate GRI 305-1 / 305-2
LIN,GHGRP,combustion,219435.52,2023.0,EPA GHGRP 2023 data summary spreadsheets
LIN,GHGRP,process,8567886.8,2023.0,EPA GHGRP 2023 data summary spreadsheets
LIN,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
LIN,Wikirate/GRI,scope2,20832000.0,,Wikirate GRI 305-1 / 305-2
LMT,GHGRP,combustion,95794.134,2023.0,EPA GHGRP 2023 data summary spreadsheets
LMT,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
LMT,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
LMT,Wikirate/GRI,scope2,508459.0,,Wikirate GRI 305-1 / 305-2
L,GHGRP,combustion,1682203.016,2023.0,EPA GHGRP 2023 data summary spreadsheets
L,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
L,GHGRP,fugitive,366866.3269698,2023.0,EPA GHGRP 2023 data summary spreadsheets
LULU,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
LULU,Wikirate/GRI,combustion,4232.0,,Wikirate GRI 305-1 / 305-2
LULU,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
LULU,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
LULU,Wikirate/GRI,scope2,32.0,,Wikirate GRI 305-1 / 305-2
LYB,GHGRP,combustion,6678716.312,2023.0,EPA GHGRP 2023 data summary spreadsheets
LYB,GHGRP,process,1362423.496,2023.0,EPA GHGRP 2023 data summary spreadsheets
LYB,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
LYB,Wikirate/GRI,scope2,7000000.0,,Wikirate GRI 305-1 / 305-2
MPC,GHGRP,combustion,20175014.894,2023.0,EPA GHGRP 2023 data summary spreadsheets
MPC,GHGRP,process,8274011.95,2023.0,EPA GHGRP 2023 data summary spreadsheets
MPC,GHGRP,fugitive,353502.1816,2023.0,EPA GHGRP 2023 data summary spreadsheets
MPC,Wikirate/GRI,scope2,6700000.0,,Wikirate GRI 305-1 / 305-2
MAR,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
MAR,Wikirate/GRI,combustion,972725.0,,Wikirate GRI 305-1 / 305-2
MAR,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
MAR,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
MAR,Wikirate/GRI,scope2,4152757.0,,Wikirate GRI 305-1 / 305-2
MLM,GHGRP,combustion,573438.742,2023.0,EPA GHGRP 2023 data summary spreadsheets
MLM,GHGRP,process,3425605.42,2023.0,EPA GHGRP 2023 data summary spreadsheets
MLM,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
MLM,Wikirate/GRI,scope2,626000.0,,Wikirate GRI 305-1 / 305-2
MA,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
MA,Wikirate/GRI,combustion,4718.333747405862,,Wikirate GRI 305-1 / 305-2
MA,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
MA,Wikirate/GRI,fugitive,39.66625259413797,,Wikirate GRI 305-1 / 305-2
MA,Wikirate/GRI,scope2,52141.0,,Wikirate GRI 305-1 / 305-2
MDT,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
MDT,Wikirate/GRI,combustion,197000.0,,Wikirate GRI 305-1 / 305-2
MDT,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
MDT,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
MRK,GHGRP,combustion,365529.704,2023.0,EPA GHGRP 2023 data summary spreadsheets
MRK,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
MRK,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
MRK,Wikirate/GRI,scope2,316630.0,,Wikirate GRI 305-1 / 305-2
META,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
META,Wikirate/GRI,combustion,66934.0,,Wikirate GRI 305-1 / 305-2
META,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
META,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
META,Wikirate/GRI,scope2,3921611.0,,Wikirate GRI 305-1 / 305-2
MET,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
MET,Wikirate/GRI,combustion,11904.917326104955,,Wikirate GRI 305-1 / 305-2
MET,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
MET,Wikirate/GRI,fugitive,100.08267389504547,,Wikirate GRI 305-1 / 305-2
MET,Wikirate/GRI,scope2,14610.0,,Wikirate GRI 305-1 / 305-2
MGM,GHGRP,combustion,110103.336,2023.0,EPA GHGRP 2023 data summary spreadsheets
MGM,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
MGM,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
MCHP,GHGRP,combustion,35880.216,2023.0,EPA GHGRP 2023 data summary spreadsheets
MCHP,GHGRP,process,437057.985976,2023.0,EPA GHGRP 2023 data summary spreadsheets
MCHP,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
MU,GHGRP,combustion,89146.564,2023.0,EPA GHGRP 2023 data summary spreadsheets
MU,GHGRP,process,214737.7844487,2023.0,EPA GHGRP 2023 data summary spreadsheets
MU,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
MSFT,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
MSFT,Wikirate/GRI,combustion,30279.400346899467,,Wikirate GRI 305-1 / 305-2
MSFT,Wikirate/GRI,process,109133.59965310055,,Wikirate GRI 305-1 / 305-2
MSFT,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
MSFT,Wikirate/GRI,scope2,6381250.0,,Wikirate GRI 305-1 / 305-2
TAP,GHGRP,combustion,339474.436,2023.0,EPA GHGRP 2023 data summary spreadsheets
TAP,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
TAP,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
TAP,Wikirate/GRI,scope2,268284.0,,Wikirate GRI 305-1 / 305-2
MDLZ,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
MDLZ,Wikirate/GRI,combustion,838069.0,,Wikirate GRI 305-1 / 305-2
MDLZ,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
MDLZ,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
MDLZ,Wikirate/GRI,scope2,589644.0,,Wikirate GRI 305-1 / 305-2
MNST,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
MNST,Wikirate/GRI,combustion,4671.0,,Wikirate GRI 305-1 / 305-2
MNST,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
MNST,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
MNST,Wikirate/GRI,scope2,4677.0,,Wikirate GRI 305-1 / 305-2
MS,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
MS,Wikirate/GRI,combustion,31007.32652666803,,Wikirate GRI 305-1 / 305-2
MS,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
MS,Wikirate/GRI,fugitive,260.6734733319685,,Wikirate GRI 305-1 / 305-2
MS,Wikirate/GRI,scope2,295792.0,,Wikirate GRI 305-1 / 305-2
MOS,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
MOS,Wikirate/GRI,combustion,2632598.34072241,,Wikirate GRI 305-1 / 305-2
MOS,Wikirate/GRI,process,597401.6592775903,,Wikirate GRI 305-1 / 305-2
MOS,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
MOS,Wikirate/GRI,scope2,1300000.0,,Wikirate GRI 305-1 / 305-2
NEM,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
NEM,Wikirate/GRI,combustion,2.5347928296119795,,Wikirate GRI 305-1 / 305-2
NEM,Wikirate/GRI,process,0.5752071703880204,,Wikirate GRI 305-1 / 305-2
NEM,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
NEM,Wikirate/GRI,scope2,1580000.0,,Wikirate GRI 305-1 / 305-2
NEE,GHGRP,combustion,40497897.718,2023.0,EPA GHGRP 2023 data summary spreadsheets
NEE,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
NEE,GHGRP,fugitive,466371.0076,2023.0,EPA GHGRP 2023 data summary spreadsheets
NEE,Wikirate/GRI,scope2,141431.0,,Wikirate GRI 305-1 / 305-2
NKE,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
NKE,Wikirate/GRI,combustion,59672.0,,Wikirate GRI 305-1 / 305-2
NKE,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
NKE,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
NKE,Wikirate/GRI,scope2,222647.0,,Wikirate GRI 305-1 / 305-2
NI,GHGRP,combustion,4456754.266000001,2023.0,EPA GHGRP 2023 data summary spreadsheets
NI,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
NI,GHGRP,fugitive,570836.736,2023.0,EPA GHGRP 2023 data summary spreadsheets
NSC,10-K fleet,fleet,3736860.000000001,,Latest 10-K fuel disclosure x EPA Emission Factors Hub 2025 Table 2
NSC,Wikirate/GRI,combustion,1621889.999999999,,Wikirate GRI 305-1 / 305-2
NSC,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
NSC,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
NSC,Wikirate/GRI,scope2,266815.0,,Wikirate GRI 305-1 / 305-2
NTRS,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
NTRS,Wikirate/GRI,combustion,2900.6150086511448,,Wikirate GRI 305-1 / 305-2
NTRS,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
NTRS,Wikirate/GRI,fugitive,24.384991348855312,,Wikirate GRI 305-1 / 305-2
NTRS,Wikirate/GRI,scope2,47570.0,,Wikirate GRI 305-1 / 305-2
NOC,GHGRP,combustion,110192.278,2023.0,EPA GHGRP 2023 data summary spreadsheets
NOC,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
NOC,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
NOC,Wikirate/GRI,scope2,460577.0,,Wikirate GRI 305-1 / 305-2
NRG,GHGRP,combustion,22878264.124,2023.0,EPA GHGRP 2023 data summary spreadsheets
NRG,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
NRG,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
NRG,Wikirate/GRI,scope2,189000.0,,Wikirate GRI 305-1 / 305-2
NUE,GHGRP,combustion,2019446.266,2023.0,EPA GHGRP 2023 data summary spreadsheets
NUE,GHGRP,process,3702734.86,2023.0,EPA GHGRP 2023 data summary spreadsheets
NUE,GHGRP,fugitive,39589.5,2023.0,EPA GHGRP 2023 data summary spreadsheets
NVDA,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
NVDA,Wikirate/GRI,combustion,595.757893105702,,Wikirate GRI 305-1 / 305-2
NVDA,Wikirate/GRI,process,2147.242106894298,,Wikirate GRI 305-1 / 305-2
NVDA,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
NVDA,Wikirate/GRI,scope2,48659.0,,Wikirate GRI 305-1 / 305-2
NXPI,GHGRP,combustion,8099.12,2023.0,EPA GHGRP 2023 data summary spreadsheets
NXPI,GHGRP,process,69428.932339,2023.0,EPA GHGRP 2023 data summary spreadsheets
NXPI,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
OXY,GHGRP,combustion,7246175.43,2023.0,EPA GHGRP 2023 data summary spreadsheets
OXY,GHGRP,process,437025.062,2023.0,EPA GHGRP 2023 data summary spreadsheets
OXY,GHGRP,fugitive,3685293.974,2023.0,EPA GHGRP 2023 data summary spreadsheets
OXY,Wikirate/GRI,scope2,4900000.0,,Wikirate GRI 305-1 / 305-2
OKE,GHGRP,combustion,2021410.988,2023.0,EPA GHGRP 2023 data summary spreadsheets
OKE,GHGRP,process,5964.794,2023.0,EPA GHGRP 2023 data summary spreadsheets
OKE,GHGRP,fugitive,1631063.1805607,2023.0,EPA GHGRP 2023 data summary spreadsheets
ORCL,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
ORCL,Wikirate/GRI,combustion,2060.935708231865,,Wikirate GRI 305-1 / 305-2
ORCL,Wikirate/GRI,process,7428.064291768136,,Wikirate GRI 305-1 / 305-2
ORCL,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
ORCL,Wikirate/GRI,scope2,647826.0,,Wikirate GRI 305-1 / 305-2
PCAR,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
PCAR,Wikirate/GRI,combustion,123990.0,,Wikirate GRI 305-1 / 305-2
PCAR,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
PCAR,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
PCAR,Wikirate/GRI,scope2,154791.0,,Wikirate GRI 305-1 / 305-2
PKG,GHGRP,combustion,1118727.436,2023.0,EPA GHGRP 2023 data summary spreadsheets
PKG,GHGRP,process,245930.54,2023.0,EPA GHGRP 2023 data summary spreadsheets
PKG,GHGRP,fugitive,133686.25,2023.0,EPA GHGRP 2023 data summary spreadsheets
PEP,GHGRP,combustion,317942.602,2023.0,EPA GHGRP 2023 data summary spreadsheets
PEP,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
PEP,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
PEP,Wikirate/GRI,scope2,2056000.0,,Wikirate GRI 305-1 / 305-2
PFE,GHGRP,combustion,225796.41,2023.0,EPA GHGRP 2023 data summary spreadsheets
PFE,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
PFE,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
PFE,Wikirate/GRI,scope2,1172000.0,,Wikirate GRI 305-1 / 305-2
PCG,GHGRP,combustion,322375.688,2023.0,EPA GHGRP 2023 data summary spreadsheets
PCG,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
PCG,GHGRP,fugitive,348814.014906,2023.0,EPA GHGRP 2023 data summary spreadsheets
PSX,GHGRP,combustion,18080429.512,2023.0,EPA GHGRP 2023 data summary spreadsheets
PSX,GHGRP,process,8453960.228,2023.0,EPA GHGRP 2023 data summary spreadsheets
PSX,GHGRP,fugitive,5401261.677999999,2023.0,EPA GHGRP 2023 data summary spreadsheets
PSX,ClimateTRACE,process,3576440.237460833,,"Climate TRACE v7 sources 2024, verified owner, equal split"
PSX,Wikirate/GRI,scope2,6400000.0,,Wikirate GRI 305-1 / 305-2
PNW,GHGRP,combustion,13239664.866,2023.0,EPA GHGRP 2023 data summary spreadsheets
PNW,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
PNW,GHGRP,fugitive,9852.5184,2023.0,EPA GHGRP 2023 data summary spreadsheets
PPG,GHGRP,combustion,168784.698,2023.0,EPA GHGRP 2023 data summary spreadsheets
PPG,GHGRP,process,29818.3,2023.0,EPA GHGRP 2023 data summary spreadsheets
PPG,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
PPL,GHGRP,combustion,26771409.22,2023.0,EPA GHGRP 2023 data summary spreadsheets
PPL,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
PPL,GHGRP,fugitive,147737.1832,2023.0,EPA GHGRP 2023 data summary spreadsheets
PG,GHGRP,combustion,1663971.994,2023.0,EPA GHGRP 2023 data summary spreadsheets
PG,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
PG,GHGRP,fugitive,12131.75,2023.0,EPA GHGRP 2023 data summary spreadsheets
PG,Wikirate/GRI,scope2,2323446.0,,Wikirate GRI 305-1 / 305-2
PLD,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
PLD,Wikirate/GRI,combustion,2461.0,,Wikirate GRI 305-1 / 305-2
PLD,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
PLD,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
PLD,Wikirate/GRI,scope2,5097.0,,Wikirate GRI 305-1 / 305-2
PRU,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
PRU,Wikirate/GRI,combustion,13458.853640141311,,Wikirate GRI 305-1 / 305-2
PRU,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
PRU,Wikirate/GRI,fugitive,113.14635985868864,,Wikirate GRI 305-1 / 305-2
PRU,Wikirate/GRI,scope2,57055.0,,Wikirate GRI 305-1 / 305-2
PEG,GHGRP,combustion,131.3,2023.0,EPA GHGRP 2023 data summary spreadsheets
PEG,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
PEG,GHGRP,fugitive,462904.042,2023.0,EPA GHGRP 2023 data summary spreadsheets
QCOM,GHGRP,combustion,48566.816,2023.0,EPA GHGRP 2023 data summary spreadsheets
QCOM,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
QCOM,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
QCOM,Wikirate/GRI,scope2,203047.0,,Wikirate GRI 305-1 / 305-2
RL,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
