ticker,segment,revenue,share,class,fiscal_year,filing_url,method
TXT,TextronAviation,5955000000.0,0.40239205351712953,exposed,2025,https://www.sec.gov/Archives/edgar/data/217346/000021734626000006/,xbrl
TXT,Industrial,3213000000.0,0.21710926413946888,neutral,2025,https://www.sec.gov/Archives/edgar/data/217346/000021734626000006/,xbrl
TJX,TJXInternational,7986000000.0,0.13227986483800439,neutral,2026,https://www.sec.gov/Archives/edgar/data/109198/000010919826000008/,xbrl
TJX,Marmaxx,36585000000.0,0.6059928443649374,neutral,2026,https://www.sec.gov/Archives/edgar/data/109198/000010919826000008/,xbrl
TJX,TjxCanada,5629000000.0,0.09323858742463394,neutral,2026,https://www.sec.gov/Archives/edgar/data/109198/000010919826000008/,xbrl
TJX,HomeGoods,10172000000.0,0.1684887033724243,neutral,2026,https://www.sec.gov/Archives/edgar/data/109198/000010919826000008/,xbrl
TSCO,ReportableSegment,14883231000.0,1.0,neutral,2024,https://www.sec.gov/Archives/edgar/data/916365/000091636526000014/,xbrl
TT,Product,13982300000.0,0.6557717651804014,beneficiary,2025,https://www.sec.gov/Archives/edgar/data/1466258/000162828026005731/,xbrl
TT,Service,7339600000.0,0.34422823481959863,beneficiary,2025,https://www.sec.gov/Archives/edgar/data/1466258/000162828026005731/,xbrl
TDG,Airframe,4112000000.0,0.4656324312082437,exposed,2025,https://www.sec.gov/Archives/edgar/data/1260221/000126022125000081/,xbrl
TDG,NonAviationRelatedBusiness,160000000.0,0.01811799343222738,neutral,2025,https://www.sec.gov/Archives/edgar/data/1260221/000126022125000081/,xbrl
TDG,PowerAndControl,4559000000.0,0.516249575359529,exposed,2025,https://www.sec.gov/Archives/edgar/data/1260221/000126022125000081/,xbrl
TSN,Beef,21623000000.0,0.3991619132007901,neutral,2025,https://www.sec.gov/Archives/edgar/data/100493/000010049325000095/,xbrl
TSN,Chicken,16837000000.0,0.3108120581122741,neutral,2025,https://www.sec.gov/Archives/edgar/data/100493/000010049325000095/,xbrl
TSN,Pork,5781000000.0,0.1067176164368389,neutral,2025,https://www.sec.gov/Archives/edgar/data/100493/000010049325000095/,xbrl
TSN,PreparedFoods,9930000000.0,0.18330841225009692,neutral,2025,https://www.sec.gov/Archives/edgar/data/100493/000010049325000095/,xbrl
UBER,Delivery,17248000000.0,0.33158390526174136,neutral,2025,https://www.sec.gov/Archives/edgar/data/1543151/000154315126000015/,xbrl
UBER,Freight,5099000000.0,0.09802564546206048,neutral,2025,https://www.sec.gov/Archives/edgar/data/1543151/000154315126000015/,xbrl
UBER,Mobility,29670000000.0,0.5703904492761982,neutral,2025,https://www.sec.gov/Archives/edgar/data/1543151/000154315126000015/,xbrl
UNP,ProductAndServiceOther,1290000000.0,0.05263157894736842,neutral,2025,https://www.sec.gov/Archives/edgar/data/100885/000010088526000037/,xbrl
UNP,CargoAndFreight,23220000000.0,0.9473684210526315,neutral,2025,https://www.sec.gov/Archives/edgar/data/100885/000010088526000037/,xbrl
UAL,PassengerAncillaryFees,4800000000.0,0.0751526538280883,exposed,2025,https://www.sec.gov/Archives/edgar/data/100517/000010051726000023/,xbrl
UAL,ProductAndServiceOther,3853000000.0,0.06032566149992172,exposed,2025,https://www.sec.gov/Archives/edgar/data/100517/000010051726000023/,xbrl
