ticker,adsh,ddate,axis,tag,member,revenue,filing_url
COST,0000909832-25-000101,20250831,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Other,51170000000.0,https://www.sec.gov/Archives/edgar/data/909832/000090983225000101/
COST,0000909832-25-000101,20250831,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Product,269912000000.0,https://www.sec.gov/Archives/edgar/data/909832/000090983225000101/
CRH,0001628280-26-009043,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,InternationalSolutions,13296000000.0,https://www.sec.gov/Archives/edgar/data/849395/000162828026009043/
CRH,0001628280-26-009043,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,AmericasBuildingSolutions,7122000000.0,https://www.sec.gov/Archives/edgar/data/849395/000162828026009043/
CRH,0001628280-26-009043,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,AmericasMaterialsSolutions,17029000000.0,https://www.sec.gov/Archives/edgar/data/849395/000162828026009043/
CSX,0000277948-26-000006,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Chemicals,2776000000.0,https://www.sec.gov/Archives/edgar/data/277948/000027794826000006/
CSX,0000277948-26-000006,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Minerals,832000000.0,https://www.sec.gov/Archives/edgar/data/277948/000027794826000006/
CSX,0000277948-26-000006,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,AgriculturalandFoodProducts,1618000000.0,https://www.sec.gov/Archives/edgar/data/277948/000027794826000006/
CSX,0000277948-26-000006,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,ForestProducts,975000000.0,https://www.sec.gov/Archives/edgar/data/277948/000027794826000006/
CSX,0000277948-26-000006,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Intermodal,2073000000.0,https://www.sec.gov/Archives/edgar/data/277948/000027794826000006/
CSX,0000277948-26-000006,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Trucking,816000000.0,https://www.sec.gov/Archives/edgar/data/277948/000027794826000006/
CSX,0000277948-26-000006,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,CoalServices,1900000000.0,https://www.sec.gov/Archives/edgar/data/277948/000027794826000006/
CSX,0000277948-26-000006,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,OtherServices,530000000.0,https://www.sec.gov/Archives/edgar/data/277948/000027794826000006/
CSX,0000277948-26-000006,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Automotive,1182000000.0,https://www.sec.gov/Archives/edgar/data/277948/000027794826000006/
CSX,0000277948-26-000006,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Fertilizers,521000000.0,https://www.sec.gov/Archives/edgar/data/277948/000027794826000006/
CSX,0000277948-26-000006,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,MetalsandEquipment,869000000.0,https://www.sec.gov/Archives/edgar/data/277948/000027794826000006/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,Mediumdutytruckandbus,2547000000.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,EatonAutomatedTransmissionTechnologies,423000000.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,Parts,4073000000.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,PSBUPowerGeneration,2229000000.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,Generatortechnologies,647000000.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,DBUPowerGeneration,4928000000.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,Onhighway,7021000000.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,DrivetrainAndBrakingSystems,3983000000.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,Emissionsolutions,3034000000.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,Industrial,1238000000.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,AtmusFiltration,0.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,EngineProductLine,1587000000.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,Offhighway,1083000000.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,EngineComponentsAndSoftware,1203000000.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,Heavydutytruck,2544000000.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,Lightdutyautomotive,1930000000.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
CMI,0000026172-26-000009,20251231,ProductOrService,Revenues,Service,1798000000.0,https://www.sec.gov/Archives/edgar/data/26172/000002617226000009/
DRI,0000940944-25-000038,20250531,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,LongHornSteakhouseSegment,3025500000.0,https://www.sec.gov/Archives/edgar/data/940944/000094094425000038/
DRI,0000940944-25-000038,20250531,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,FineDiningSegment,1304800000.0,https://www.sec.gov/Archives/edgar/data/940944/000094094425000038/
DRI,0000940944-25-000038,20250531,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,OliveGardenSegment,5212900000.0,https://www.sec.gov/Archives/edgar/data/940944/000094094425000038/
DECK,0001628280-26-037664,20260331,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,HokaBrandSegment,2587330000.0,https://www.sec.gov/Archives/edgar/data/910521/000162828026037664/
DECK,0001628280-26-037664,20260331,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,OtherBrandsSegment,146208000.0,https://www.sec.gov/Archives/edgar/data/910521/000162828026037664/
DECK,0001628280-26-037664,20260331,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,UGGBrandSegment,2738758000.0,https://www.sec.gov/Archives/edgar/data/910521/000162828026037664/
DE,0001104659-25-122321,20251031,ProductOrService,Revenues,FinancialService,5451000000.0,https://www.sec.gov/Archives/edgar/data/315189/000110465925122321/
DE,0001104659-25-122321,20251031,ProductOrService,Revenues,Other,1006000000.0,https://www.sec.gov/Archives/edgar/data/315189/000110465925122321/
DE,0001104659-25-122321,20251031,ProductOrService,Revenues,Product,38917000000.0,https://www.sec.gov/Archives/edgar/data/315189/000110465925122321/
DAL,0000027904-26-000013,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,Airline,58287000000.0,https://www.sec.gov/Archives/edgar/data/27904/000002790426000013/
DAL,0000027904-26-000013,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,Refinery,6961000000.0,https://www.sec.gov/Archives/edgar/data/27904/000002790426000013/
DVN,0001193125-26-056485,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,OilGasAndNGLSales,11223000000.0,https://www.sec.gov/Archives/edgar/data/1090012/000119312526056485/
DVN,0001193125-26-056485,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,MarketingAndMidstreamRevenues,5563000000.0,https://www.sec.gov/Archives/edgar/data/1090012/000119312526056485/
FANG,0001539838-26-000010,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,OilExplorationandProduction,11621000000.0,https://www.sec.gov/Archives/edgar/data/1539838/000153983826000010/
FANG,0001539838-26-000010,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,OilPurchased,1476000000.0,https://www.sec.gov/Archives/edgar/data/1539838/000153983826000010/
FANG,0001539838-26-000010,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,NaturalGasLiquidsProduction,1432000000.0,https://www.sec.gov/Archives/edgar/data/1539838/000153983826000010/
FANG,0001539838-26-000010,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,NaturalGasProduction,400000000.0,https://www.sec.gov/Archives/edgar/data/1539838/000153983826000010/
FANG,0001539838-26-000010,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,OilNaturalGasAndNaturalGasLiquid,13453000000.0,https://www.sec.gov/Archives/edgar/data/1539838/000153983826000010/
DG,0001104659-26-032325,20260131,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Consumables,35053180000.0,https://www.sec.gov/Archives/edgar/data/29534/000110465926032325/
DG,0001104659-26-032325,20260131,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,HomeProducts,2213521000.0,https://www.sec.gov/Archives/edgar/data/29534/000110465926032325/
DG,0001104659-26-032325,20260131,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Seasonal,4327364000.0,https://www.sec.gov/Archives/edgar/data/29534/000110465926032325/
DG,0001104659-26-032325,20260131,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Apparel,1130304000.0,https://www.sec.gov/Archives/edgar/data/29534/000110465926032325/
DLTR,0000935703-26-000025,20260131,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Consumable,9425900000.0,https://www.sec.gov/Archives/edgar/data/935703/000093570326000025/
DLTR,0000935703-26-000025,20260131,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Variety,8860500000.0,https://www.sec.gov/Archives/edgar/data/935703/000093570326000025/
DLTR,0000935703-26-000025,20260131,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Seasonal,1109300000.0,https://www.sec.gov/Archives/edgar/data/935703/000093570326000025/
D,0001193125-26-063120,20251231,BusinessSegments,Revenues,ContractedEnergy,1179000000.0,https://www.sec.gov/Archives/edgar/data/715957/000119312526063120/
D,0001193125-26-063120,20251231,BusinessSegments,Revenues,DominionEnergyVirginia,11840000000.0,https://www.sec.gov/Archives/edgar/data/715957/000119312526063120/
D,0001193125-26-063120,20251231,BusinessSegments,Revenues,DominionEnergySouthCarolina,3578000000.0,https://www.sec.gov/Archives/edgar/data/715957/000119312526063120/
DPZ,0001193125-26-062321,20251231,BusinessSegments,Revenues,USStores,1611761000.0,https://www.sec.gov/Archives/edgar/data/1286681/000119312526062321/
DPZ,0001193125-26-062321,20251231,BusinessSegments,Revenues,InternationalFranchise,338704000.0,https://www.sec.gov/Archives/edgar/data/1286681/000119312526062321/
DPZ,0001193125-26-062321,20251231,BusinessSegments,Revenues,SupplyChain,2989529000.0,https://www.sec.gov/Archives/edgar/data/1286681/000119312526062321/
DASH,0001792789-26-000013,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,ReportableSegment,13717000000.0,https://www.sec.gov/Archives/edgar/data/1792789/000179278926000013/
DOV,0000029905-26-000009,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,CleanEnergyFuelingSegment,2130507000.0,https://www.sec.gov/Archives/edgar/data/29905/000002990526000009/
DOV,0000029905-26-000009,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,PumpsProcessSolutionsSegment,2148670000.0,https://www.sec.gov/Archives/edgar/data/29905/000002990526000009/
DOV,0000029905-26-000009,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,EngineeredProductsSegment,1085844000.0,https://www.sec.gov/Archives/edgar/data/29905/000002990526000009/
DOV,0000029905-26-000009,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,ClimateSustainabilityTechnologiesSegment,1559841000.0,https://www.sec.gov/Archives/edgar/data/29905/000002990526000009/
DOV,0000029905-26-000009,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,ImagingIdentificationSegment,1173443000.0,https://www.sec.gov/Archives/edgar/data/29905/000002990526000009/
DOW,0001751788-26-000018,20251231,BusinessSegments,RevenueFromContractWithCustomerIncludingAssessedTax,PackagingSpecialtyPlastics,19970000000.0,https://www.sec.gov/Archives/edgar/data/1751788/000175178826000018/
DOW,0001751788-26-000018,20251231,BusinessSegments,RevenueFromContractWithCustomerIncludingAssessedTax,IndustrialIntermediatesInfrastructure,11163000000.0,https://www.sec.gov/Archives/edgar/data/1751788/000175178826000018/
DOW,0001751788-26-000018,20251231,BusinessSegments,RevenueFromContractWithCustomerIncludingAssessedTax,PerformanceMaterialsCoatings,8134000000.0,https://www.sec.gov/Archives/edgar/data/1751788/000175178826000018/
DHI,0000882184-25-000081,20250930,BusinessSegments,Revenues,FinancialServices,841200000.0,https://www.sec.gov/Archives/edgar/data/882184/000088218425000081/
DHI,0000882184-25-000081,20250930,BusinessSegments,Revenues,ForestarGroup,1662400000.0,https://www.sec.gov/Archives/edgar/data/882184/000088218425000081/
DHI,0000882184-25-000081,20250930,BusinessSegments,Revenues,HomeBuildingOps,31515500000.0,https://www.sec.gov/Archives/edgar/data/882184/000088218425000081/
DHI,0000882184-25-000081,20250930,BusinessSegments,Revenues,Rental,1640400000.0,https://www.sec.gov/Archives/edgar/data/882184/000088218425000081/
DTE,0000936340-26-000054,20251231,BusinessSegments,RegulatedAndUnregulatedOperatingRevenue,EnergyTradingSegment,6477000000.0,https://www.sec.gov/Archives/edgar/data/936340/000093634026000054/
DTE,0000936340-26-000054,20251231,BusinessSegments,RegulatedAndUnregulatedOperatingRevenue,DTEVantageSegment,696000000.0,https://www.sec.gov/Archives/edgar/data/936340/000093634026000054/
DTE,0000936340-26-000054,20251231,BusinessSegments,RegulatedAndUnregulatedOperatingRevenue,ElectricSegment,6935000000.0,https://www.sec.gov/Archives/edgar/data/936340/000093634026000054/
DTE,0000936340-26-000054,20251231,BusinessSegments,RegulatedAndUnregulatedOperatingRevenue,GasSegment,2052000000.0,https://www.sec.gov/Archives/edgar/data/936340/000093634026000054/
DUK,0001326160-26-000014,20251231,ProductOrService,RegulatedAndUnregulatedOperatingRevenue,RetailGas,2782000000.0,https://www.sec.gov/Archives/edgar/data/1326160/000132616026000014/
DUK,0001326160-26-000014,20251231,ProductOrService,RegulatedAndUnregulatedOperatingRevenue,WholesaleElectric,2423000000.0,https://www.sec.gov/Archives/edgar/data/1326160/000132616026000014/
DUK,0001326160-26-000014,20251231,ProductOrService,RegulatedAndUnregulatedOperatingRevenue,OtherRevenues,1651000000.0,https://www.sec.gov/Archives/edgar/data/1326160/000132616026000014/
DUK,0001326160-26-000014,20251231,ProductOrService,RegulatedAndUnregulatedOperatingRevenue,RetailElectric,25504000000.0,https://www.sec.gov/Archives/edgar/data/1326160/000132616026000014/
DD,0001666700-26-000013,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,DiversifiedIndustrialsSegment,3616000000.0,https://www.sec.gov/Archives/edgar/data/1666700/000166670026000013/
DD,0001666700-26-000013,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,HealthcareAndWaterTechnologiesSegment,3233000000.0,https://www.sec.gov/Archives/edgar/data/1666700/000166670026000013/
ETN,0001551182-26-000007,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,ElectricalAmericasSegment,13276000000.0,https://www.sec.gov/Archives/edgar/data/1551182/000155118226000007/
ETN,0001551182-26-000007,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,ElectricalGlobalSegment,6815000000.0,https://www.sec.gov/Archives/edgar/data/1551182/000155118226000007/
ETN,0001551182-26-000007,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,AerospaceSegment,4249000000.0,https://www.sec.gov/Archives/edgar/data/1551182/000155118226000007/
ETN,0001551182-26-000007,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,EMobilitySegment,604000000.0,https://www.sec.gov/Archives/edgar/data/1551182/000155118226000007/
ETN,0001551182-26-000007,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,VehicleSegment,2505000000.0,https://www.sec.gov/Archives/edgar/data/1551182/000155118226000007/
EBAY,0001065088-26-000027,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,AdvertisingRevenues,1993000000.0,https://www.sec.gov/Archives/edgar/data/1065088/000106508826000027/
EBAY,0001065088-26-000027,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,MarketplaceRevenues,9107000000.0,https://www.sec.gov/Archives/edgar/data/1065088/000106508826000027/
ECL,0001104659-26-018357,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,ServiceAndLease,3462700000.0,https://www.sec.gov/Archives/edgar/data/31462/000110465926018357/
ECL,0001104659-26-018357,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,ProductAndEquipment,12618500000.0,https://www.sec.gov/Archives/edgar/data/31462/000110465926018357/
EMR,0000032604-25-000087,20250930,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,IntelligentDevices,12400000000.0,https://www.sec.gov/Archives/edgar/data/32604/000003260425000087/
EMR,0000032604-25-000087,20250930,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,SoftwareAndControl,5691000000.0,https://www.sec.gov/Archives/edgar/data/32604/000003260425000087/
ETR,0000065984-26-000174,20251231,ProductOrService,Revenues,ElectricityUsRegulated,12775314000.0,https://www.sec.gov/Archives/edgar/data/65984/000006598426000174/
ETR,0000065984-26-000174,20251231,ProductOrService,Revenues,NaturalGasUsRegulated,112607000.0,https://www.sec.gov/Archives/edgar/data/65984/000006598426000174/
ETR,0000065984-26-000174,20251231,ProductOrService,Revenues,ProductAndServiceOther,58765000.0,https://www.sec.gov/Archives/edgar/data/65984/000006598426000174/
EOG,0000821189-26-000054,20251231,ProductOrService,RevenueFromContractWithCustomerIncludingAssessedTax,OilAndCondensate,12501000000.0,https://www.sec.gov/Archives/edgar/data/821189/000082118926000054/
EOG,0000821189-26-000054,20251231,ProductOrService,RevenueFromContractWithCustomerIncludingAssessedTax,NaturalGasProduction,2791000000.0,https://www.sec.gov/Archives/edgar/data/821189/000082118926000054/
EOG,0000821189-26-000054,20251231,ProductOrService,RevenueFromContractWithCustomerIncludingAssessedTax,NaturalGasLiquidsReserves,2376000000.0,https://www.sec.gov/Archives/edgar/data/821189/000082118926000054/
EOG,0000821189-26-000054,20251231,ProductOrService,RevenueFromContractWithCustomerIncludingAssessedTax,NaturalGasGatheringTransportationMarketingAndProcessing,4914000000.0,https://www.sec.gov/Archives/edgar/data/821189/000082118926000054/
EQT,0000033213-26-000018,20251231,BusinessSegments,Revenues,GatheringSegment,1301434000.0,https://www.sec.gov/Archives/edgar/data/33213/000003321326000018/
EQT,0000033213-26-000018,20251231,BusinessSegments,Revenues,UpstreamSegment,8024057000.0,https://www.sec.gov/Archives/edgar/data/33213/000003321326000018/
EQT,0000033213-26-000018,20251231,BusinessSegments,Revenues,TransmissionSegment,572252000.0,https://www.sec.gov/Archives/edgar/data/33213/000003321326000018/
EFX,0000033185-26-000010,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,UnitedStatesConsumerInformationSolutions,2078500000.0,https://www.sec.gov/Archives/edgar/data/33185/000003318526000010/
EFX,0000033185-26-000010,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,International,1413700000.0,https://www.sec.gov/Archives/edgar/data/33185/000003318526000010/
EFX,0000033185-26-000010,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,USInformationSolutions,2078500000.0,https://www.sec.gov/Archives/edgar/data/33185/000003318526000010/
EFX,0000033185-26-000010,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,WorkforceSolutions,2582300000.0,https://www.sec.gov/Archives/edgar/data/33185/000003318526000010/
EVRG,0001711269-26-000017,20251231,BusinessSegments,Revenues,EvergyCompanies,5961600000.0,https://www.sec.gov/Archives/edgar/data/1711269/000171126926000017/
ES,0001628280-26-008461,20251231,BusinessSegments,Revenues,NaturalGasDistribution,2634800000.0,https://www.sec.gov/Archives/edgar/data/72741/000162828026008461/
ES,0001628280-26-008461,20251231,BusinessSegments,Revenues,EversourceElectricTransmission,2283300000.0,https://www.sec.gov/Archives/edgar/data/72741/000162828026008461/
ES,0001628280-26-008461,20251231,BusinessSegments,Revenues,WaterDistributionSegment,236900000.0,https://www.sec.gov/Archives/edgar/data/72741/000162828026008461/
ES,0001628280-26-008461,20251231,BusinessSegments,Revenues,EversourceElectricDistribution,10039600000.0,https://www.sec.gov/Archives/edgar/data/72741/000162828026008461/
ES,0001628280-26-008461,20251231,BusinessSegments,Revenues,EversourceWater,236900000.0,https://www.sec.gov/Archives/edgar/data/72741/000162828026008461/
EXC,0001109357-26-000018,20251231,ProductOrService,RevenueFromContractWithCustomerIncludingAssessedTax,ElectricityUsRegulated,21959000000.0,https://www.sec.gov/Archives/edgar/data/1109357/000110935726000018/
EXC,0001109357-26-000018,20251231,ProductOrService,RevenueFromContractWithCustomerIncludingAssessedTax,NaturalGasUsRegulated,2299000000.0,https://www.sec.gov/Archives/edgar/data/1109357/000110935726000018/
EXC,0001109357-26-000018,20251231,ProductOrService,RevenueFromContractWithCustomerIncludingAssessedTax,ServiceOther,0.0,https://www.sec.gov/Archives/edgar/data/1109357/000110935726000018/
EXE,0000895126-26-000011,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,NaturalGasLiquidsSales,724000000.0,https://www.sec.gov/Archives/edgar/data/895126/000089512626000011/
EXE,0000895126-26-000011,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,OilSales,319000000.0,https://www.sec.gov/Archives/edgar/data/895126/000089512626000011/
EXE,0000895126-26-000011,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,NaturalGasGatheringTransportationMarketingAndProcessing,3163000000.0,https://www.sec.gov/Archives/edgar/data/895126/000089512626000011/
EXE,0000895126-26-000011,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,OilMarketingSales,132000000.0,https://www.sec.gov/Archives/edgar/data/895126/000089512626000011/
EXE,0000895126-26-000011,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,NaturalGasLiquidsMarketingSales,142000000.0,https://www.sec.gov/Archives/edgar/data/895126/000089512626000011/
EXE,0000895126-26-000011,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,NaturalGasMarketingSales,2889000000.0,https://www.sec.gov/Archives/edgar/data/895126/000089512626000011/
EXE,0000895126-26-000011,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,NaturalGasSales,7433000000.0,https://www.sec.gov/Archives/edgar/data/895126/000089512626000011/
EXE,0000895126-26-000011,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,OilAndGas,8476000000.0,https://www.sec.gov/Archives/edgar/data/895126/000089512626000011/
EXPE,0001324424-26-000008,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Lodging,11752000000.0,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000008/
EXPE,0001324424-26-000008,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,TrivagoAdvertising,417000000.0,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000008/
EXPE,0001324424-26-000008,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Air,407000000.0,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000008/
EXPE,0001324424-26-000008,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,OtherServices,1399000000.0,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000008/
EXPE,0001324424-26-000008,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,EGAdvertising,758000000.0,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000008/
EXPD,0001193125-26-071569,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,AirfreightServices,3982882000.0,https://www.sec.gov/Archives/edgar/data/746515/000119312526071569/
EXPD,0001193125-26-071569,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,OceanFreightAndOceanServices,2814960000.0,https://www.sec.gov/Archives/edgar/data/746515/000119312526071569/
EXPD,0001193125-26-071569,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,CustomsBrokerageAndOtherServices,4271167000.0,https://www.sec.gov/Archives/edgar/data/746515/000119312526071569/
FDX,0001048911-25-000011,20250531,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,FederalExpressSegment,75304000000.0,https://www.sec.gov/Archives/edgar/data/1048911/000104891125000011/
FDX,0001048911-25-000011,20250531,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,FedexFreightSegment,8892000000.0,https://www.sec.gov/Archives/edgar/data/1048911/000104891125000011/
FERG,0002011641-25-000027,20250731,BusinessSegments,Revenues,UnitedStatesSegment,29269000000.0,https://www.sec.gov/Archives/edgar/data/2011641/000201164125000027/
FERG,0002011641-25-000027,20250731,BusinessSegments,Revenues,CanadaSegment,1493000000.0,https://www.sec.gov/Archives/edgar/data/2011641/000201164125000027/
FE,0001031296-26-000046,20251231,ProductOrService,Revenues,ElectricityUsRegulated,12189000000.0,https://www.sec.gov/Archives/edgar/data/1031296/000103129626000046/
FE,0001031296-26-000046,20251231,ProductOrService,Revenues,ElectricTransmission,2311000000.0,https://www.sec.gov/Archives/edgar/data/1031296/000103129626000046/
FE,0001031296-26-000046,20251231,ProductOrService,Revenues,ElectricWorldwideUnregulatedRevenue,590000000.0,https://www.sec.gov/Archives/edgar/data/1031296/000103129626000046/
F,0000037996-26-000015,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,FordBlue,101019000000.0,https://www.sec.gov/Archives/edgar/data/37996/000003799626000015/
F,0000037996-26-000015,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,FordPro,66286000000.0,https://www.sec.gov/Archives/edgar/data/37996/000003799626000015/
F,0000037996-26-000015,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,FordCredit,13271000000.0,https://www.sec.gov/Archives/edgar/data/37996/000003799626000015/
F,0000037996-26-000015,20251231,BusinessSegments,RevenueFromContractWithCustomerExcludingAssessedTax,FordModelE,6670000000.0,https://www.sec.gov/Archives/edgar/data/37996/000003799626000015/
FTV,0001659166-26-000007,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Service,817800000.0,https://www.sec.gov/Archives/edgar/data/1659166/000165916626000007/
FTV,0001659166-26-000007,20251231,ProductOrService,RevenueFromContractWithCustomerExcludingAssessedTax,Product,3341300000.0,https://www.sec.gov/Archives/edgar/data/1659166/000165916626000007/
FCX,0000831259-26-000012,20251231,BusinessSegments,Revenues,AtlanticCopperSmeltingAndRefiningSegment,3169000000.0,https://www.sec.gov/Archives/edgar/data/831259/000083125926000012/
FCX,0000831259-26-000012,20251231,BusinessSegments,Revenues,CerroVerde,4706000000.0,https://www.sec.gov/Archives/edgar/data/831259/000083125926000012/
